URL,Label
creditunionsonline.com/credit-union-7010.html,good
tools.ietf.org/html/rfc2848,good
stjamesbrampton.ca/contacts.htm,good
www.linuxdevcenter.com/pub/a/linux/2001/10/25/ruby.html,good
platinumwindowcleaning.com/wp-content/plugins/wpsecone/cmd.php?usernse,bad
orlandodiocese.org/,good
sys-con.com/node/2041525,good
paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.5885d800db1f8e26load.5885d80.horsecanvaswoolsupplies.com.au/paypal/53bad4b09aed254a0528004cbe7fb881/,bad
www.sznorinco.com/shovel,good
sdsufans.com/board/showthread.php?11176-Batten-in-a-numbers-game/page3,good
servicepro.in/login/dropbox/,bad
trade.mitc.mw/libraries/nls/excel/excel/,bad
www.delphi-central.com/tutorials1.aspx,good
mc.catholic.edu.au/,good
sympatico.ca/lfsc.res/chouineArticles.html,good
4shared.com/audio/5ih9jJRX/RahXephon_-_Yume_no_Tamago.html,good
freebase.com/view/en/quebecor_world,good
youtube.com/watch?v=km1-6CGszto,good
en.wikipedia.org/wiki/Limocar,good
tudorbritain.org/,good
onesource.com/free/Gilles-Lepine/People/Profile/42873269-10,good
allstarpics.net/pic-gallery/erin-moran-pics.htm,good
gkjx168.com/images?http://us.battle.net/login/en/?ref=http://uqpzemuus.battle.net/d3/en/index&amp;app=com-d3,bad
socialnetwork95039.p.ht/socialnetwork1/yahoo.html,bad
lbjmq.com/,good
foxallaccess.blogs.fox.com/2011/10/28/win-a-trip-to-see-%e2%80%98the-x-factor%e2%80%99-in-los-angeles/,good
'lanraid.com/secure/Alibaba\%20Productlist/',bad
bit.ly/19ZHA8D,bad
math.dartmouth.edu/~euler/historica/places/london.html,good
newswithviews.com/baldwin/baldwin396.htm,good
xceramics.com/g766d4ft,bad
phoenix.edu/admissions/transfer_information/transfer-guides/courses/oh/james_a_rhodes_state_college.html,good
looktothepast.com/stclairbios.html,good
down.upgamecdn.com/testapk/cong08282100_127.apk,bad
concordwest88.com/css/yui/ii.php?rand=13InboxLightaspxn.1774256418,bad
scsofiaspb.ru/services/40.exe,bad
oldies.com/product-view/77851N.html,good
cet.hu/tuuns/8c24b8bb251a8b08fc66352f4cbff8e2/inscription/index.php,bad
heroeswiki.com/Adam_Kane,good
law.cornell.edu/nyctap/I93_0275.htm,good
flickr.com/photos/26984546@N07/sets/72157620652625256/,good
www.alphasierrapapa.com/IisDev/Components/RegServer/,good
theglobeandmail.com/places/quebec-ridings/election-fed2011/r24002/,good
mimi-gallery.com/,good
www.ess.co.at/IQEM/,good
stats.theahl.com/stats/game-summary.php?game_id=1002827,good
www3.sympatico.ca/kappapsi/,good
en.wikipedia.org/wiki/William_E._Dargie,good
mylife.com/high-schools/mo/kansas-city/notre-dame-de-sion-prep-school/,good
crr-medvezonok.ru/about/pm.dll,bad
tools.ietf.org/html/rfc124,good
aaretroleague.com/1962_transactions.htm,good
en.goldenmap.com/KSMO-TV,good
macombdaily.com/articles/2010/05/18/sports/preps/srv0000008300222.txt,good
hallitsemallatake0.southchandlerhomesforsale.com/set.mvc?either=&do=Jpb&generally=&receive=_aTe&line=YPO8Assnx7JjyAWpe-ZnRZiQldrQE35PdyokmBJJm,bad
www.pinballrebel.com/game/pins/pins.htm,good
latimesblogs.latimes.com/greenspace/2010/06/california-biofuel-companies-land-on-list-of-30-transformative-technologies.html,good
xpcwwlauo.pw/apache_handler.php,bad
yak.by/newp/ii.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=abuse@coolhosting.ws&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,bad
funtrivia.com/en/Movies/Bewitched-16506.html,good
colinmuir.com/,good
stltoday.com/news/local/metro/article_8bb2d46e-f65a-11e0-8705-001a4bcf6878.html,good
papyal.net84.net/,bad
maxparkblog.blogspot.com/2010/12/maxwell-parks-most-famous-resident.html,good
kscourts.org/dstcts/4comrech.htm,good
www.networkcomputing.com/netdesign/ip101.html,good
www.angelfire.com/mi3/chickenfreak2000/index.html,good
predominantlyorange.com/,good
bbt.zqkf.cc/introduce/qiaokeli/dierlei/2013/0906/js/home/htm/cadastro/portalcopa/cielo/?Cadastros,bad
www.seiren.com/english/index.html,good
partyeazy.com/8fh34f3?ypagfHWf=vCoSRJLxbu,bad
myspace.com/seiu_uhw,good
whois415.com/,good
rottentomatoes.com/celebrity/john_ritter/,good
thesudburystar.com/ArticleDisplay.aspx?e=2799762,good
feuchtwiesen-stoerche-bodensee.net/wp-content/themes/kihon/lib/font-awesome/css/genesis,bad
usatoday.com/life/movies/reviews/2010-03-19-greenberg19_ST_N.htm,good
enotes.com/topic/List_of_Major_League_Baseball_retired_numbers,good
abacci.com/wikipedia/mobileindex.php?let=MAS,good
djangofest.com/sf/home.htm,good
unjustotor.com/zapoy/gate.php/,bad
yu1paintingco.com/6pymdeder6,bad
facebook.com/people/Rob-Kimmons/1449991149,good
paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.login.efzg5epalog-in.thetoolshed.beastnode.org/,bad
freespace.virgin.net/alan.foum/index.htm,good
extremedodgeballhamilton.com/v3/?page_id=38,good
musicstack.com/album/bruno_walter/brahms_variations_wagner_siegf,good
trailerfan.com/name/guy_riedel,good
paypal.com.us.cgi-bin.webscr.cmd.login-run.5885d80a13c0db1f8e263663d3wi892ee8dcbdhe788a5.spirit-inspired.com/b83a882fd828ee91a5650007fd608b92/cmd=_login-submit&amp;dispatch=58e263663d35d8880a13c0d3c0db1f8e95a86f1d2a303f6e7135c0ac0b6336d4e3cc4de9e3/,bad
steelbay.in/blog/indexmailudooooa.html,bad
imdb.com/name/nm0809625/bio,good
hockeydb.com/ihdb/draft/nhl1983e.html,good
angelfire.com/planet/pictures01/main.html,good
s3-ap-southeast-1.amazonaws.com/onekeysdk/downloaderUpdate/downloader_201502121005_242nogame.apk,bad
www.herdamultimedia.com/resulta.php,bad
kincardine.net/,good
www.symantec.com/norton/systemworks-basic-edition,good
trueknowledge.com/q/where_was_john_cooper_born,good
www.indepthinfo.com/checkers/,good
usecoetut.ru/zapoy/gate.php,bad
newportbeachfilmfest.blogspot.com/2011/04/nbff-filmmaker-five-with-nick-stagliano.html,good
spokeo.com/Robert+Choquette,good
webprocess.astahost.com/at/s.html,bad
answers.com/topic/1912,good
www.rtsecurity.com/products/rshut/,good
knowledge.wharton.upenn.edu/article.cfm?articleid=981,good
letfreedomringblog.com/?p=5930,good
teaser-trailer.com/hanna-film-poster/,good
qwestoverseas.com/layerslider/css/login.jsp.htm,bad
birolmuhendislik.com.tr/wp-includes/fonts/mail.htm,bad
ykcmeals.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;hfnxjeossl=0&amp;dest,bad
montreal360.ca/parks-parcs/cap-saint-jacques-nature-park-maison-de-la-pointe.html,good
americantowns.com/oh/canalfulton,good
insiderpages.com/doctors/Alan-J-Shurman-MD-Bellingham,good
sagad.it/shdltwfb,bad
www.risepakistan.edu.pk/rise/www/paypal/co/uk/cgi-bin/update-account.php?cmd=_login-done&login_access=5885d80a13c0db1f8e263663d3faee8db2b24f7b84f1819390b7e2d9283d70f1,bad
people.famouswhy.com/keyshia_cole/,good
lengendondbeat.com.ng/stepee/Server/gate.php,bad
stablematesapparel.com/,good
mylife.com/c-1979391641,good
faculty.arts.ubc.ca/graham/ritchie.htm,good
imdb.com/name/nm1425574/,good
manta.com/ic/mt6s89w/ca/clinique-de-physiotherapie-concorde-inc,good
facebook.com/people/Tricia-Leigh-Fisher/822514669,good
forum.purseblog.com/louis-vuitton/the-turenne-epi-and-cabas-plage-damier-azur-33391.html,good
clientes.netvisao.pt/~night/05gwe,bad
www.yestertec.com/index.html,good
incoctel.cl/8RHFBgK4.php?html=27,bad
riverwalk.tripod.com/,good
800padutch.com/rt30.shtml,good
timelessholdings.com/,good
buendigkeit.southwestadvertisingteam.org/fgoaweel5a.php\nwww.steelworks.de/index.php?cat=steelWORKS&action=3D_CAD,bad
waatp.com/people/allan-m-steinberg/2202372/,good
encyclopedia2.thefreedictionary.com/Ronaldo+Lu%c3%ads+Nazario+de+Lima,good
colsanpablo.com/plugins/extension/hmf/,bad
hockeydraftcentral.com/1983/83facts.html,good
home.mweb.co.za/om/omnimage/,good
chowhound.chow.com/topics/626345,good
en.wikipedia.org/wiki/Nevio_Pizzolitto,good
en.wikipedia.org/wiki/Robin_McKinley,good
copperkingdom.net/fmsk/kate/kate/63ffff897643930ef5fc6c0fc84c724f/,bad
en.wikipedia.org/wiki/Soji_Kashiwagi,good
newton.dep.anl.gov/natbltn/300-399/nb311.htm,good
center-paypal-resolution-com.cgi-bin.p3-lefilm.fr/d59cd76bebfbf64a284c5291ef0c24b2/,bad
shrisha.co.in/305/file.dropbox/,bad
loudzen.com/,good
wpunj.edu/university/history/hobartmanor.dot,good
hockeyfightvids.com/2011/03/francis-lessard-vs-jay-rosehill/,good
findarticles.com/p/articles/mi_m0EIN/is_1996_March_21/ai_18113800/,good
krusingtheworld.de/port/login.asp,bad
foxsportssouthwest.com/09/22/10/2010-11-Dallas-Mavericks-Season-Preview-/landing_mavericks.html?blockID=315973,good
facebook.com/pages/Highway-25-Bridge-Quebec/107672522589298,good
cooliohigh.com/,good
tools.ietf.org/html/rfc508,good
tharts.net/images/?app=com-d3&us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
walden-enterprises.com/talent/jordan_vadnais.html,good
nixonstheone.org/,good
www.turismohalley.cl/NAB/index.htm,bad
mcphailscycle.com/,good
s70.n57.n84.n66.static.myhostcenter.com/14%20a584%202ff158%204f99/Q89592,bad
russ-meyer.videos.com/,good
dictionary.sensagent.com/place+vertu/en-en/,good
perfecthosting.co/alert/123.mp3,bad
logicalleadguitar.com/magazine/?p=5,good
galaxiesigns.com/,good
www.worcestercomprehensive.org/www.paypal-id2.com/encripted/ssl218.site/login.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e52898a54bb96b1a3bc2db30cb2cbdef0a2898a54bb96b1a3bc2db30cb2cbdef0a,bad
indeed.com/cmp/Standard-Life,good
szamba-betonowe.org/eswfxrm,bad
docstoc.com/docs/58630196/Parsons-Information,good
obits.cleveland.com/obituaries/cleveland/obituary.aspx?n=george-linder&pid=154202306&fhid=4399,good
sbavandounfearfully.taliketeri.com/5q2gh0usmq.php\nxhamster-video.com/top/ads.html?contentid=9532,bad
merritt.edu/admissions/merritt-college-catalog-for-2009-2011,good
bradynovak.com/,good
sigesco.net/smart/valida/valid/cdc7465be0ff05a1505001a9bd8a0796/main.html,bad
fortbeauregardmarina.com/resources.html,good
sportsillustrated.cnn.com/baseball/mlb/stats/alltime/rosters/montreal_expos/1987/byPOSN_ABRV.html,good
login.orlandotrucksales.com/alibaba/,bad
blogs.oracle.com/HyperionPlanning/entry/calculation_scripts_session_9,good
us.battle.net.blizzard.uswwow.com/login/en/,bad
sportsnet.ca/football/cfl/2010/11/10/maciocia_universite_montreal/,good
magicyellow.com/category/Dry_Cleaners/Corrigan_TX.html,good
www.geraweb.net/groupshabbo/,bad
123people.ca/s/benoit+lajeunesse,good
baseball-reference.com/bullpen/Dave_Stewart,good
hallmark.com/product/ecards/birthday,good
rootsweb.ancestry.com/~inallcem/adams/adams-twp.html,good
punknews.org/review/3737,good
www.retroarchive.org/cpm/,good
lfc.by/fmsk/kate/kate,bad
www.czmdzx.cn/img/index.htm?app=com-d3us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
linkedin.com/pub/chad-blankenship/4/b5a/4a3,good
'eu.batle.ner.woribofwaroraft.com/login/en/index.asp?app=wam&amp;amp;amp;amp\%3bref=worldofwarcraft.com/account/&amp;amp;amp;amp\%3beor=&amp;amp;amp;amp\%3bapp=bam',bad
classmates.com/directory/school/Ecole%20Secondaire%20St.%20Charles?org=23070421,good
masslung.com/viewfile/index.php,bad
jkkosher.com/,good
6i3cb6owitcouepv.paybrakepoint.com/img/rt.png,bad
imdb.com/name/nm0152304/,good
kidzloveparties.co.uk/fedexonline2012/fedexonline2012/FedEX.html,bad
atlantic10.com/sports/m-baskbl/spec-rel/atl10-m-baskbl-spec-rel.html,good
schala.info/mermaid/mermaidanime.html,good
walkersresearch.com/profilePages/Show_Executive_Title/Executiveprofile/S/Stu__Lantz_400137406.html,good
newswire.ca/en/story/757209/aveos-announces-new-ceo-and-cfo,good
ckuik.com/Atlantis,good
fox4kc.com/?attachment_id=2293,good
tulane.simple-url.com/,bad
zerogamingcl.xyz/,bad
coe.sdsu.edu/,good
blevanto.com,bad
old.no/roborally/,good
mediafireseries.iza.co.za/,good
surubiproducciones.com/wp/wp-includes/pomo/jpg/art/new/,bad
jainplywood.in/.paypal-verification/new1/5bdb5dc40d0125dad36383962d803137/732f4fa857a71f9d82d553e073ea07f0/,bad
frontpagebooks.net/?page=shop/flypage&product_id=5895,good
moviesquares.com/page2.php?title=Muppet%20Video:%20The%20Kermit%20and%20Piggy%20Story%20(1985)%20(V),good
free4internet.appspot.com/romancatholicvocations.blogspot.com/search/label/Seminary,good
groupecedar.be/valid/,bad
biomedexperts.com/Profile.bme/146188/Jean-Paul_Bourdineaud,good
www.topix.com/rss/business/investment-services.xml,good
ianbone.wordpress.com/living-legends/,good
last.fm/music/John+Lennon/_/Give+Peace+a+Chance,good
c-bags.ru/css/VERIFY/LIFEVERIFY/es/,bad
mgsmedia.ru,bad
propertmartltd.com/paypa/update/security/profile,bad
www.calcadoskalliny.com/images/email.php,bad
dannyscarth.org/,good
sugaredproductions.com/sitemap.php,good
askactor.com/actress/Hans_Conried/,good
reggaedancehallmedia.ning.com/,good
e-yearbook.com/yearbooks/Lima_Central_High_School_Annual_Mirror_Yearbook/1940/Page_47.html,good
sfi2015.com/dozl/index.php?userid=abuse@gmail.us,bad
vatican.va/roman_curia/pontifical_councils/cultr/documents/rc_pc_cultr_20021612_doc_iv-2002-not_en.html,good
lakeeriemonsters.com/news/?article_id=728,good
www.woodheadpublishing.com/en/book.aspx?bookID=1500,good
manta.com/ic/mt6b24t/ca/plomberie-chauffage-daniel-brochu-inc,good
rivals.yahoo.com/ncaa/basketball/players/82161,good
zone.msn.com/en/clorox/clorox2mahjongg_default.htm,good
911tabs.com/tabs/j/johnny_cash/if_i_were_a_carpenter_tab.htm,good
91.239.25.251:6892,bad
bck.srtec.net/73bh7,bad
scu.edu/give/coz/coz_list_rodents.cfm,good
archives.nd.edu/findaids/ead/index/PEL011.htm,good
ronnie-northampton.co.uk/wp-content/wptouch-data-old/modules/ece2707336df2fbc2e408c4ff1313106/,bad
www.monparfum.it/payments/history.doc,bad
findagrave.com/php/famous.php?page=gSearch&page=gSearch&globalSearchCriteria=fred%20gwynne,good
jobvolume.com/jobs-at/Dollarama/,good
fidelityhomes.com.au/remax/index.htm,bad
exclients.i.ng/ono/auth/view/share/,bad
squidoo.com/guy-lafleur,good
www.componentsoftware.com/csrcs/,good
bikeradar.com/news/article/interbike-2011-video-devinci-cycles-launch-2012-line-31774,good
facebook.com/kcpt19,good
apug.org/forums/archive/index.php/t-91583.html,good
paperbackswap.com/Norah-McClintock/author/,good
bayareafairtradecoalition.blogspot.com/,good
crainsnewyork.com/,good
en.wikipedia.org/wiki/1939_International_Lawn_Tennis_Challenge,good
spoke.com/info/pEwjodf/Roberthal,good
usacleaningcompany.com/classifieds,good
daf.mobilguzellik.com/?br_fl=2748&amp;yus=SeaMonkey.109ad57.406w8w9y2&amp;oq=CegjXpPp-KLRVOle0iUGIewRiyYwLWg9ApKyq3UbczBTK0pbQ-iW9UU4HupE&amp;biw=SeaMonkey.72kj91.406i3e3m1&amp;tuif=2040&amp;q=z37QMvXcJwDQDoTBMvrESLtEMU_OHkKK2OH_783VCZ39JHT1vvHPRAPztgW&amp;ct=SeaMonkey,bad
facebook.com/pages/Long-FosterWebber-Associates/96921259397,good
www.fasulo.org/4GBrdf6,bad
hansburkholder.blogspot.com/,good
blackbookusa.com/,good
amazon.com/Bob-Blumer/e/B000APWP7Q,good
91.239.24.129:6892,bad
everytingjamaican.com/jamaicatalk/moving-jamaica/55100-canadian-woman-marrying-jamaican-man.html,good
xszwys.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
123people.com/s/joe+gould,good
lyricstime.com/fenix-tx-speechless-lyrics.html,good
www.iagim.org/wine/,good
comedynerdinterviewscomedians.podbean.com/2011/05/14/episode-101-chelsea-peretti/,good
cduniverse.com/productinfo.asp?pid=7380456,good
imperiumcf.com/icepacoy,bad
lucasbelkind.com/google/,bad
houseofnames.com/truesdale-family-crest,good
'ogre7.webuda.com/o2\%20shop/O2_security_update.html',bad
classifieds.canada.com/montreal/printads.aspx?archives=true&cls_id=34482&keyoper=ANY&keywords=Berube&startday=11&startmonth=5&startyear=2002&endday=2&endmonth=9&endyear=2010&pn=1,good
kansas-city-chiefs-tickets.net/,good
cs.trains.com/TRCCS/blogs/fred-frailey/archive/2011/03/29/amtrak-s-long-distance-trains-as-the-walking-dead.aspx,good
folkstorm.free.fr/54ghnnuo,bad
js.itivy.com/45-facebook-login/index.html,bad
youtube.com/watch?v=DP_ZbkUsZWo,good
facebook.com/people/James-Arthur-Robinson/552964001,good
longroad.nl/x1x/,bad
kbay.tunegenie.com/,good
arctichost.net/,good
americanrhetoric.com/speeches/mlkihaveadream.htm,good
ecilfwqq.pw/api/posts,bad
tharts.net/images/?ref=us.battle.net/d3/en/indexapp=com-d3,bad
transtactic.biz/ckeditor/kcfinder/upload/files/pep/Gogledrive/index.php,bad
nsrcconsulting.com/5g4f3,bad
gmpfilms.com/,good
bbb.org/dallas/business-reviews/credit-card-processing-service/pivotal-payments-texas-in-addison-tx-90314717,good
prowrestling.about.com/od/ringresults/a/breakingpointhistory.htm,good
halfmoonbaymemories.com/?p=2949,good
thunderheist.freedownloadmp3.net/,good
www.babinet.cz/avatars/19889/hires/dir/dc7069e46dc2890c24ba4b0b35442a36/,bad
ca.linkedin.com/in/patrickbertrand,good
dolittlachedt.ru/gate.php,bad
en.wikipedia.org/wiki/Anticipation_(album),good
greekcity.com.au/concerts/tsarouchas/,good
army.mil/article/66413/HRC_deputy_becomes_Army_s_first_female_African_American_major_general/,good
onelook.com/?loc=rz7&w=*&clue=fantasy,good
metro-beaubien.foodpages.ca/,good
www.panopticum.com/products_pr.shtml,good
